PicoScope 5000A - Channel A Data
================================
Samples: 10000
Timebase: 128 (Sample interval: 1008 ns)
Range: 2V, DC coupled

Sample	Time(ns)	ADC	mV
1188	1197504	-9243	-568
1189	1198512	-9243	-568
1190	1199520	-9243	-568
1191	1200528	-9243	-568
1192	1201536	-8666	-533
1193	1202544	-8954	-550
1194	1203552	-8666	-533
1195	1204560	-8666	-533
1196	1205568	-8666	-533
1197	1206576	-8377	-515
1198	1207584	-8088	-497
1199	1208592	-8377	-515
1200	1209600	-8088	-497
1201	1210608	-8666	-533
1202	1211616	-8088	-497
1203	1212624	-8088	-497
1204	1213632	-8088	-497
1205	1214640	-8088	-497
1206	1215648	-7799	-479
1207	1216656	-7799	-479
1208	1217664	-7799	-479
1209	1218672	-7799	-479
1210	1219680	-7799	-479
1211	1220688	-7510	-461
1212	1221696	-7510	-461
1213	1222704	-7799	-479
1214	1223712	-7221	-444
1215	1224720	-7510	-461
1216	1225728	-6932	-426
1217	1226736	-6932	-426
1218	1227744	-7221	-444
1219	1228752	-6643	-408
1220	1229760	-6932	-426
1221	1230768	-7221	-444
1222	1231776	-6643	-408
1223	1232784	-6932	-426
1224	1233792	-6643	-408
1225	1234800	-6355	-390
1226	1235808	-6643	-408
1227	1236816	-6355	-390
1228	1237824	-6355	-390
1229	1238832	-6355	-390
1230	1239840	-6355	-390
1231	1240848	-6066	-373
1232	1241856	-6066	-373
1233	1242864	-6066	-373
1234	1243872	-5777	-355
1235	1244880	-5488	-337
1236	1245888	-5777	-355
1237	1246896	-5199	-319
1238	1247904	-5488	-337
1239	1248912	-5488	-337
1240	1249920	-5199	-319
1241	1250928	-5488	-337
1242	1251936	-5199	-319
1243	1252944	-5199	-319
1244	1253952	-5488	-337
1245	1254960	-4910	-302
1246	1255968	-4910	-302
1247	1256976	-4621	-284
1248	1257984	-4910	-302
1249	1258992	-4621	-284
1250	1260000	-4621	-284
1251	1261008	-4621	-284
1252	1262016	-4621	-284
1253	1263024	-4333	-266
1254	1264032	-4333	-266
1255	1265040	-4333	-266
1256	1266048	-4044	-248
1257	1267056	-4044	-248
1258	1268064	-3755	-230
1259	1269072	-4044	-248
1260	1270080	-4044	-248
1261	1271088	-4044	-248
1262	1272096	-4044	-248
1263	1273104	-3755	-230
1264	1274112	-3466	-213
1265	1275120	-3466	-213
1266	1276128	-3177	-195
1267	1277136	-3466	-213
1268	1278144	-3177	-195
1269	1279152	-3177	-195
1270	1280160	-2888	-177
1271	1281168	-2888	-177
1272	1282176	-2888	-177
1273	1283184	-2599	-159
1274	1284192	-2888	-177
1275	1285200	-2599	-159
1276	1286208	-2888	-177
1277	1287216	-2599	-159
1278	1288224	-2310	-142
1279	1289232	-2599	-159
1280	1290240	-2310	-142
1281	1291248	-2310	-142
1282	1292256	-2599	-159
1283	1293264	-2310	-142
1284	1294272	-2022	-124
1285	1295280	-2022	-124
1286	1296288	-1733	-106
1287	1297296	-1733	-106
1288	1298304	-1444	-88
1289	1299312	-1444	-88
1290	1300320	-1444	-88
1291	1301328	-1444	-88
1292	1302336	-1444	-88
1293	1303344	-1155	-71
1294	1304352	-1155	-71
1295	1305360	-866	-53
1296	1306368	-1155	-71
1297	1307376	-1155	-71
1298	1308384	-1155	-71
1299	1309392	-866	-53
1300	1310400	-577	-35
1301	1311408	-577	-35
1302	1312416	-577	-35
1303	1313424	-577	-35
1304	1314432	-577	-35
1305	1315440	-288	-17
1306	1316448	-288	-17
1307	1317456	0	0
1308	1318464	0	0
1309	1319472	0	0
1310	1320480	0	0
1311	1321488	0	0
1312	1322496	288	17
1313	1323504	288	17
1314	1324512	288	17
1315	1325520	288	17
1316	1326528	288	17
1317	1327536	577	35
1318	1328544	577	35
1319	1329552	288	17
1320	1330560	866	53
1321	1331568	866	53
1322	1332576	866	53
1323	1333584	866	53
1324	1334592	1444	88
1325	1335600	1155	71
1326	1336608	1444	88
1327	1337616	1444	88
1328	1338624	1444	88
1329	1339632	1444	88
1330	1340640	1444	88
1331	1341648	2022	124
1332	1342656	1733	106
1333	1343664	2022	124
1334	1344672	1733	106
1335	1345680	2022	124
1336	1346688	2022	124
1337	1347696	2022	124
1338	1348704	2022	124
1339	1349712	2022	124
1340	1350720	2310	142
1341	1351728	2599	159
1342	1352736	2599	159
1343	1353744	2888	177
1344	1354752	2310	142
1345	1355760	2888	177
1346	1356768	2888	177
1347	1357776	2888	177
1348	1358784	2888	177
1349	1359792	2888	177
1350	1360800	3177	195
1351	1361808	3177	195
1352	1362816	2888	177
1353	1363824	3177	195
1354	1364832	3177	195
1355	1365840	3466	213
1356	1366848	3466	213
1357	1367856	3466	213
1358	1368864	3755	230
1359	1369872	3755	230
1360	1370880	3755	230
1361	1371888	4044	248
1362	1372896	3755	230
1363	1373904	4044	248
1364	1374912	3755	230
1365	1375920	4044	248
1366	1376928	4044	248
1367	1377936	4333	266
1368	1378944	4333	266
1369	1379952	4333	266
1370	1380960	4044	248
1371	1381968	4333	266
1372	1382976	4333	266
1373	1383984	4621	284
1374	1384992	4621	284
1375	1386000	4333	266
1376	1387008	4333	266
1377	1388016	4621	284
1378	1389024	4910	302
1379	1390032	4621	284
1380	1391040	4621	284
1381	1392048	5199	319
1382	1393056	5488	337
1383	1394064	4910	302
1384	1395072	5199	319
1385	1396080	5488	337
1386	1397088	5199	319
1387	1398096	5199	319
1388	1399104	5488	337
1389	1400112	5777	355
1390	1401120	5777	355
1391	1402128	5777	355
1392	1403136	6066	373
1393	1404144	6066	373
1394	1405152	5777	355
1395	1406160	5777	355
1396	1407168	6066	373
1397	1408176	6066	373
1398	1409184	6066	373
1399	1410192	6355	390
1400	1411200	6355	390
1401	1412208	6355	390
1402	1413216	6355	390
1403	1414224	6355	390
1404	1415232	6643	408
1405	1416240	6355	390
1406	1417248	6932	426
1407	1418256	6643	408
1408	1419264	6643	408
1409	1420272	6643	408
1410	1421280	6643	408
1411	1422288	6932	426
1412	1423296	6932	426
1413	1424304	6932	426
1414	1425312	6932	426
1415	1426320	7221	444
1416	1427328	6932	426
1417	1428336	7221	444
1418	1429344	7510	461
1419	1430352	7510	461
1420	1431360	7510	461
1421	1432368	7510	461
1422	1433376	7799	479
1423	1434384	7510	461
1424	1435392	7510	461
1425	1436400	7510	461
1426	1437408	7510	461
1427	1438416	7510	461
1428	1439424	8088	497
1429	1440432	7799	479
1430	1441440	7799	479
1431	1442448	7799	479
1432	1443456	8088	497
1433	1444464	8088	497
1434	1445472	8088	497
1435	1446480	8088	497
1436	1447488	8088	497
1437	1448496	8088	497
1438	1449504	8088	497
1439	1450512	8088	497
1440	1451520	8377	515
1441	1452528	8088	497
1442	1453536	8088	497
1443	1454544	8377	515
1444	1455552	8377	515
1445	1456560	8666	533
1446	1457568	8666	533
1447	1458576	8666	533
1448	1459584	8666	533
1449	1460592	8666	533
1450	1461600	8666	533
1451	1462608	8666	533
1452	1463616	8954	550
1453	1464624	8666	533
1454	1465632	8666	533
1455	1466640	8666	533
1456	1467648	8666	533
1457	1468656	8954	550
1458	1469664	8954	550
1459	1470672	8954	550
1460	1471680	8954	550
1461	1472688	8954	550
1462	1473696	9243	568
1463	1474704	9243	568
1464	1475712	9243	568
1465	1476720	9243	568
1466	1477728	9243	568
1467	1478736	9243	568
1468	1479744	9243	568
1469	1480752	9243	568
1470	1481760	9243	568
1471	1482768	9532	586
1472	1483776	9532	586
1473	1484784	9243	568
1474	1485792	9532	586
1475	1486800	9243	568
1476	1487808	9243	568
1477	1488816	9532	586
1478	1489824	9532	586
1479	1490832	9821	604
1480	1491840	9532	586
1481	1492848	9532	586
1482	1493856	9532	586
1483	1494864	9821	604
1484	1495872	10110	621
1485	1496880	9532	586
1486	1497888	9821	604
1487	1498896	9532	586
1488	1499904	9821	604
1489	1500912	9821	604
1490	1501920	9821	604
1491	1502928	9532	586
1492	1503936	9821	604
1493	1504944	9821	604
1494	1505952	10110	621
1495	1506960	10110	621
1496	1507968	9821	604
1497	1508976	10110	621
1498	1509984	9821	604
1499	1510992	10110	621
1500	1512000	10110	621
1501	1513008	10110	621
1502	1514016	10110	621
1503	1515024	10399	639
1504	1516032	10110	621
1505	1517040	10110	621
1506	1518048	10110	621
1507	1519056	10110	621
1508	1520064	10110	621
1509	1521072	10110	621
1510	1522080	10110	621
1511	1523088	10110	621
1512	1524096	10110	621
1513	1525104	10110	621
1514	1526112	10399	639
1515	1527120	9821	604
1516	1528128	10399	639
1517	1529136	10110	621
1518	1530144	10110	621
1519	1531152	10399	639
1520	1532160	10110	621
1521	1533168	10110	621
1522	1534176	10110	621
1523	1535184	9821	604
1524	1536192	9821	604
1525	1537200	10110	621
1526	1538208	10110	621
1527	1539216	10399	639
1528	1540224	10110	621
1529	1541232	10110	621
1530	1542240	9821	604
1531	1543248	10110	621
1532	1544256	10110	621
1533	1545264	10399	639
1534	1546272	10110	621
1535	1547280	10110	621
1536	1548288	10110	621
1537	1549296	10110	621
1538	1550304	10110	621
1539	1551312	10110	621
1540	1552320	10110	621
1541	1553328	10110	621
1542	1554336	10399	639
1543	1555344	9821	604
1544	1556352	10110	621
1545	1557360	10110	621
1546	1558368	10110	621
1547	1559376	9821	604
1548	1560384	10110	621
1549	1561392	9821	604
1550	1562400	10110	621
1551	1563408	9821	604
1552	1564416	10110	621
1553	1565424	9821	604
1554	1566432	10110	621
1555	1567440	9821	604
1556	1568448	10110	621
1557	1569456	9821	604
1558	1570464	9821	604
1559	1571472	9821	604
1560	1572480	9821	604
1561	1573488	9532	586
1562	1574496	9821	604
1563	1575504	9821	604
1564	1576512	9821	604
1565	1577520	9532	586
1566	1578528	9821	604
1567	1579536	9532	586
1568	1580544	9532	586
1569	1581552	9821	604
1570	1582560	9532	586
1571	1583568	9532	586
1572	1584576	9532	586
1573	1585584	9532	586
1574	1586592	9532	586
1575	1587600	9243	568
1576	1588608	9532	586
1577	1589616	9532	586
1578	1590624	9532	586
1579	1591632	9532	586
1580	1592640	9532	586
1581	1593648	9532	586
1582	1594656	9532	586
1583	1595664	9243	568
1584	1596672	9243	568
1585	1597680	9243	568
1586	1598688	9243	568
1587	1599696	9532	586
1588	1600704	8954	550
1589	1601712	9243	568
1590	1602720	8954	550
1591	1603728	9532	586
1592	1604736	9243	568
1593	1605744	9243	568
1594	1606752	9243	568
1595	1607760	9243	568
1596	1608768	9243	568
1597	1609776	8954	550
1598	1610784	8954	550
1599	1611792	8666	533
1600	1612800	8666	533
1601	1613808	8666	533
1602	1614816	8666	533
1603	1615824	8954	550
1604	1616832	8666	533
1605	1617840	8954	550
1606	1618848	8666	533
1607	1619856	8954	550
1608	1620864	8377	515
1609	1621872	8666	533
1610	1622880	8377	515
1611	1623888	8666	533
1612	1624896	8377	515
1613	1625904	8377	515
1614	1626912	8377	515
1615	1627920	8377	515
1616	1628928	8088	497
1617	1629936	8377	515
1618	1630944	8088	497
1619	1631952	8377	515
1620	1632960	8377	515
1621	1633968	8088	497
1622	1634976	8088	497
1623	1635984	8088	497
1624	1636992	8088	497
1625	1638000	8088	497
1626	1639008	7799	479
1627	1640016	8088	497
1628	1641024	7799	479
1629	1642032	7799	479
1630	1643040	7510	461
1631	1644048	8088	497
1632	1645056	7510	461
1633	1646064	7510	461
1634	1647072	7510	461
1635	1648080	7799	479
1636	1649088	7221	444
1637	1650096	7221	444
1638	1651104	7221	444
1639	1652112	7221	444
1640	1653120	7221	444
1641	1654128	7221	444
1642	1655136	7221	444
1643	1656144	6932	426
1644	1657152	6932	426
1645	1658160	7221	444
1646	1659168	6932	426
1647	1660176	6643	408
1648	1661184	6932	426
1649	1662192	6643	408
1650	1663200	6932	426
1651	1664208	6643	408
1652	1665216	6643	408
1653	1666224	6643	408
1654	1667232	6643	408
1655	1668240	6355	390
1656	1669248	6355	390
1657	1670256	6066	373
1658	1671264	6355	390
1659	1672272	6355	390
1660	1673280	6355	390
1661	1674288	6355	390
1662	1675296	6066	373
1663	1676304	5777	355
1664	1677312	5777	355
1665	1678320	5777	355
1666	1679328	5777	355
1667	1680336	5488	337
1668	1681344	5488	337
1669	1682352	5777	355
1670	1683360	5488	337
1671	1684368	5199	319
1672	1685376	5199	319
1673	1686384	5199	319
1674	1687392	5199	319
1675	1688400	5199	319
1676	1689408	5199	319
1677	1690416	5199	319
1678	1691424	5199	319
1679	1692432	4621	284
1680	1693440	4621	284
1681	1694448	4621	284
1682	1695456	4621	284
1683	1696464	4621	284
1684	1697472	4621	284
1685	1698480	4333	266
1686	1699488	4333	266
1687	1700496	4333	266
1688	1701504	4621	284
1689	1702512	4044	248
1690	1703520	4044	248
1691	1704528	4333	266
1692	1705536	4044	248
1693	1706544	3755	230
1694	1707552	3755	230
1695	1708560	4044	248
1696	1709568	3755	230
1697	1710576	3755	230
1698	1711584	3466	213
1699	1712592	3755	230
1700	1713600	3177	195
1701	1714608	3755	230
1702	1715616	3466	213
1703	1716624	2888	177
1704	1717632	3177	195
1705	1718640	3177	195
1706	1719648	2888	177
1707	1720656	2888	177
1708	1721664	2599	159
1709	1722672	2888	177
1710	1723680	2888	177
1711	1724688	2599	159
1712	1725696	2599	159
1713	1726704	2599	159
1714	1727712	2888	177
1715	1728720	2599	159
1716	1729728	2599	159
1717	1730736	2022	124
1718	1731744	2310	142
1719	1732752	2022	124
1720	1733760	2022	124
1721	1734768	1733	106
1722	1735776	1444	88
1723	1736784	1733	106
1724	1737792	1733	106
1725	1738800	1733	106
1726	1739808	1733	106
1727	1740816	1444	88
1728	1741824	1444	88
1729	1742832	1733	106
1730	1743840	1444	88
1731	1744848	1155	71
1732	1745856	1155	71
1733	1746864	1155	71
1734	1747872	866	53
1735	1748880	866	53
1736	1749888	866	53
1737	1750896	866	53
1738	1751904	577	35
1739	1752912	577	35
1740	1753920	288	17
1741	1754928	288	17
1742	1755936	288	17
1743	1756944	288	17
1744	1757952	288	17
1745	1758960	0	0
1746	1759968	0	0
1747	1760976	0	0
1748	1761984	0	0
1749	1762992	0	0
1750	1764000	0	0
1751	1765008	-288	-17
1752	1766016	-288	-17
1753	1767024	-577	-35
1754	1768032	-577	-35
1755	1769040	-866	-53
1756	1770048	-577	-35
1757	1771056	-1155	-71
1758	1772064	-866	-53
1759	1773072	-866	-53
1760	1774080	-866	-53
1761	1775088	-1155	-71
1762	1776096	-1155	-71
1763	1777104	-1155	-71
1764	1778112	-1444	-88
1765	1779120	-1155	-71
1766	1780128	-1444	-88
1767	1781136	-1444	-88
1768	1782144	-1444	-88
1769	1783152	-1733	-106
1770	1784160	-1733	-106
1771	1785168	-2022	-124
1772	1786176	-2310	-142
1773	1787184	-2310	-142
1774	1788192	-2022	-124
1775	1789200	-2599	-159
1776	1790208	-2310	-142
1777	1791216	-2310	-142
1778	1792224	-2599	-159
1779	1793232	-2599	-159
1780	1794240	-2599	-159
1781	1795248	-2888	-177
1782	1796256	-2599	-159
1783	1797264	-2888	-177
1784	1798272	-3177	-195
1785	1799280	-2888	-177
1786	1800288	-2888	-177
1787	1801296	-3177	-195
1788	1802304	-3466	-213
1789	1803312	-3466	-213
1790	1804320	-3177	-195
1791	1805328	-3755	-230
1792	1806336	-3755	-230
1793	1807344	-3755	-230
1794	1808352	-3755	-230
1795	1809360	-4044	-248
1796	1810368	-4333	-266
1797	1811376	-4044	-248
1798	1812384	-4333	-266
1799	1813392	-4333	-266
1800	1814400	-4333	-266
1801	1815408	-4333	-266
1802	1816416	-4333	-266
1803	1817424	-4621	-284
1804	1818432	-4044	-248
1805	1819440	-4621	-284
1806	1820448	-4910	-302
1807	1821456	-4910	-302
1808	1822464	-4910	-302
1809	1823472	-5199	-319
1810	1824480	-4910	-302
1811	1825488	-5777	-355
1812	1826496	-5488	-337
1813	1827504	-6066	-373
1814	1828512	-5488	-337
1815	1829520	-5777	-355
1816	1830528	-5777	-355
1817	1831536	-5777	-355
1818	1832544	-5777	-355
1819	1833552	-5777	-355
1820	1834560	-5777	-355
1821	1835568	-5488	-337
1822	1836576	-6066	-373
1823	1837584	-6066	-373
1824	1838592	-6066	-373
1825	1839600	-6355	-390
1826	1840608	-6643	-408
1827	1841616	-6643	-408
1828	1842624	-6643	-408
1829	1843632	-6932	-426
1830	1844640	-6932	-426
1831	1845648	-6932	-426
1832	1846656	-6932	-426
1833	1847664	-7221	-444
1834	1848672	-7221	-444
1835	1849680	-7221	-444
1836	1850688	-6932	-426
1837	1851696	-7221	-444
1838	1852704	-6932	-426
1839	1853712	-7221	-444
1840	1854720	-7510	-461
1841	1855728	-7510	-461
1842	1856736	-7799	-479
1843	1857744	-7510	-461
1844	1858752	-7799	-479
1845	1859760	-7799	-479
1846	1860768	-8088	-497
1847	1861776	-7799	-479
1848	1862784	-8088	-497
1849	1863792	-8088	-497
1850	1864800	-8377	-515
1851	1865808	-8377	-515
1852	1866816	-8377	-515
1853	1867824	-8666	-533
1854	1868832	-8377	-515
1855	1869840	-8666	-533
1856	1870848	-8954	-550
1857	1871856	-8377	-515
1858	1872864	-8666	-533
1859	1873872	-8954	-550
1860	1874880	-8954	-550
1861	1875888	-8666	-533
1862	1876896	-9243	-568
1863	1877904	-9243	-568
1864	1878912	-9243	-568
1865	1879920	-9243	-568
1866	1880928	-9243	-568
1867	1881936	-9243	-568
1868	1882944	-9821	-604
1869	1883952	-9821	-604
1870	1884960	-10110	-621
1871	1885968	-10110	-621
1872	1886976	-9821	-604
1873	1887984	-10110	-621
1874	1888992	-10110	-621
1875	1890000	-9821	-604
1876	1891008	-9821	-604
1877	1892016	-10110	-621
1878	1893024	-10110	-621
1879	1894032	-10110	-621
1880	1895040	-10399	-639
1881	1896048	-10110	-621
1882	1897056	-10399	-639
1883	1898064	-10399	-639
1884	1899072	-10976	-675
1885	1900080	-10976	-675
1886	1901088	-10976	-675
1887	1902096	-10976	-675
1888	1903104	-10976	-675
1889	1904112	-11265	-692
1890	1905120	-11265	-692
1891	1906128	-11265	-692
1892	1907136	-10976	-675
1893	1908144	-11265	-692
1894	1909152	-10976	-675
1895	1910160	-11265	-692
1896	1911168	-11554	-710
1897	1912176	-11265	-692
1898	1913184	-11554	-710
1899	1914192	-11554	-710
1900	1915200	-11554	-710
1901	1916208	-11843	-728
1902	1917216	-11554	-710
1903	1918224	-11843	-728
1904	1919232	-12132	-746
1905	1920240	-12132	-746
1906	1921248	-12132	-746
1907	1922256	-12132	-746
1908	1923264	-12132	-746
1909	1924272	-12421	-764
1910	1925280	-12132	-746
1911	1926288	-12132	-746
1912	1927296	-12132	-746
1913	1928304	-12421	-764
1914	1929312	-12132	-746
1915	1930320	-12710	-781
1916	1931328	-12421	-764
1917	1932336	-12999	-799
1918	1933344	-12421	-764
1919	1934352	-12710	-781
1920	1935360	-12710	-781
1921	1936368	-12710	-781
1922	1937376	-12710	-781
1923	1938384	-12999	-799
1924	1939392	-12999	-799
1925	1940400	-12999	-799
1926	1941408	-12999	-799
1927	1942416	-12999	-799
1928	1943424	-12999	-799
1929	1944432	-12999	-799
1930	1945440	-12999	-799
1931	1946448	-13287	-817
1932	1947456	-13287	-817
1933	1948464	-13287	-817
1934	1949472	-13287	-817
1935	1950480	-13287	-817
1936	1951488	-13287	-817
1937	1952496	-13576	-835
1938	1953504	-13865	-852
1939	1954512	-13576	-835
1940	1955520	-13865	-852
1941	1956528	-13865	-852
1942	1957536	-13865	-852
1943	1958544	-14154	-870
1944	1959552	-13865	-852
1945	1960560	-13865	-852
1946	1961568	-13865	-852
1947	1962576	-14154	-870
1948	1963584	-14154	-870
1949	1964592	-14154	-870
1950	1965600	-14154	-870
1951	1966608	-14154	-870
1952	1967616	-14154	-870
1953	1968624	-14443	-888
1954	1969632	-14443	-888
1955	1970640	-14443	-888
1956	1971648	-14443	-888
1957	1972656	-14443	-888
1958	1973664	-14443	-888
1959	1974672	-14443	-888
1960	1975680	-14443	-888
1961	1976688	-14732	-906
1962	1977696	-14732	-906
1963	1978704	-14443	-888
1964	1979712	-14443	-888
1965	1980720	-14443	-888
1966	1981728	-14732	-906
1967	1982736	-14732	-906
1968	1983744	-14732	-906
1969	1984752	-14732	-906
1970	1985760	-14732	-906
1971	1986768	-15021	-924
1972	1987776	-14732	-906
1973	1988784	-15021	-924
1974	1989792	-15021	-924
1975	1990800	-15021	-924
1976	1991808	-15021	-924
1977	1992816	-15021	-924
1978	1993824	-15309	-941
1979	1994832	-15021	-924
1980	1995840	-15021	-924
1981	1996848	-15021	-924
1982	1997856	-15021	-924
1983	1998864	-15021	-924
1984	1999872	-15309	-941
1985	2000880	-15021	-924
1986	2001888	-15309	-941
1987	2002896	-15309	-941
1988	2003904	-15021	-924
1989	2004912	-15309	-941
1990	2005920	-15309	-941
1991	2006928	-15309	-941
1992	2007936	-15309	-941
1993	2008944	-15598	-959
1994	2009952	-15309	-941
1995	2010960	-15598	-959
1996	2011968	-15598	-959
1997	2012976	-15598	-959
1998	2013984	-15309	-941
1999	2014992	-15598	-959
2000	2016000	-15309	-941
2001	2017008	-15309	-941
2002	2018016	-15598	-959
2003	2019024	-15309	-941
2004	2020032	-15598	-959
2005	2021040	-15598	-959
2006	2022048	-15598	-959
2007	2023056	-15598	-959
2008	2024064	-15598	-959
2009	2025072	-15887	-977
2010	2026080	-15887	-977
2011	2027088	-15887	-977
2012	2028096	-15598	-959
2013	2029104	-15887	-977
2014	2030112	-15598	-959
2015	2031120	-15598	-959
2016	2032128	-15598	-959
2017	2033136	-15598	-959
2018	2034144	-16176	-995
2019	2035152	-15598	-959
2020	2036160	-15309	-941
